,Surgeons,NPI,URL,Gender,Surgery Volume,Med School,Med Year,Residency,Certifications,Hospitals,# Death Cases,Death Rate,# Problem Cases,Problem Rate,Combined Score,Avg Review,# of Reviews
1051,Dr. Thomas Ng,1992703938,www.checkbook.org/surgeonratings/Lung-Surgery/Thomas-Ng/1992703938/,Male,,,,,Surgery,Rhode Island Hospital;,162,4.2,156,25.4,-0.3147333441482011,4.516666666666667,66.0
1052,Dr. Ikenna Chidume Okereke,1194980219,www.checkbook.org/surgeonratings/Lung-Surgery/Ikenna-Chidume-Okereke/1194980219/,Male,,Washington University,1999,,None,The Miriam Hospital;IU Health University Hospital;Rhode Island Hospital;,-99,-99.0,81,28.4,0.21026354978735423,4.8,37.0
1053,Dr. Laurie Beth Reeder,1740222744,www.checkbook.org/surgeonratings/Lung-Surgery/Laurie-Beth-Reeder/1740222744/,Female,,Tulane University,1990,,Surgery;Thoracic and Cardiac Surgery,Kent Hospital;,-99,-99.0,22,38.3,1.3242682031197686,4.4,8.0
1054,Dr. E. Myron Barwick,1346263027,www.checkbook.org/surgeonratings/Lung-Surgery/E-Myron-Barwick/1346263027/,Male,,University of South Carolina,1990,Palmetto Health Richland,Surgery,Lexington Medical Center;,-99,-99.0,38,36.5,1.1217219025138754,4.211538461538462,26.0
1055,Dr. Sharon Ben-Or,1639369887,www.checkbook.org/surgeonratings/Lung-Surgery/Sharon-Ben-Or/1639369887/,Female,,University of Pennsylvania,2002,,Surgery;Thoracic and Cardiac Surgery,Vidant Medical Center;Greenville Memorial Hospital;,109,2.3,106,29.4,-0.37645866152194885,,
1056,Dr. James Michael Benner,1447336177,www.checkbook.org/surgeonratings/Lung-Surgery/James-Michael-Benner/1447336177/,Male,,Temple University,1991,,Thoracic and Cardiac Surgery,Summerville Medical Center/Trident Medical Center;,-99,-99.0,62,23.7,-0.3186073462391455,4.1,36.0
1057,Dr. William D. Bolton,1508064460,www.checkbook.org/surgeonratings/Lung-Surgery/William-D-Bolton/1508064460/,Male,,Texas Tech University,1999,,Thoracic and Cardiac Surgery,Greenville Memorial Hospital;,127,4.4,124,25.9,-0.2564148858778192,4.78921568627451,102.0
1058,Dr. William Sims Buice,1982658837,www.checkbook.org/surgeonratings/Lung-Surgery/William-Sims-Buice/1982658837/,Male,,Medical University of South Carolina,1984,Charlotte Meml Med Ctr,Surgery,AnMed Health;,-99,-99.0,16,58.8,3.631045515575778,5.0,16.0
1059,Dr. James Ryan Burke,1215071527,www.checkbook.org/surgeonratings/Lung-Surgery/James-Ryan-Burke/1215071527/,Male,,Emory University,1999,,Surgery;Thoracic and Cardiac Surgery,Palmetto Health;,-99,-99.0,20,21.8,-0.5324062191009218,4.628,75.0
1060,Dr. Chadrick E. Denlinger,1912116716,www.checkbook.org/surgeonratings/Lung-Surgery/Chadrick-E-Denlinger/1912116716/,Male,,Ohio State University,2000,,Surgery;Thoracic and Cardiac Surgery,MUSC University Medical Center;,173,3.3,168,34.3,0.05016449690055613,4.273684210526317,19.0
1061,Dr. John Derosimo,1598870594,www.checkbook.org/surgeonratings/Lung-Surgery/John-Derosimo/1598870594/,Male,,University of Pittsburgh,1994,,Surgery;Thoracic and Cardiac Surgery,Baptist Hospital South Florida;South Miami Hospital;,-99,-99.0,53,28.7,0.24402126655500325,,
1062,Dr. Michael L. Edwards,1649331729,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-L-Edwards/1649331729/,Male,,University of Tennessee,1979,U Tenn,Thoracic and Cardiac Surgery,Summerville Medical Center/Trident Medical Center;East Cooper Medical Center;,-99,-99.0,34,41.0,1.628087654028609,4.2625,8.0
1063,Dr. Paul Mark Frassinelli,1790739647,www.checkbook.org/surgeonratings/Lung-Surgery/Paul-Mark-Frassinelli/1790739647/,Male,,Thomas Jefferson University,1993,,Surgery,AnMed Health;,-99,-99.0,20,33.7,0.8066498793491523,4.6000000000000005,12.0
1064,Dr. Gregory Jones,1790758258,www.checkbook.org/surgeonratings/Lung-Surgery/Gregory-Jones/1790758258/,Male,,Georgia Health Sciences University,1981,,Thoracic and Cardiac Surgery,McLeod Regional Medical Center;,132,9.0,125,26.3,0.4603918941394591,4.540625,32.0
1065,Dr. Elizabeth Miller Kline,1306817200,www.checkbook.org/surgeonratings/Lung-Surgery/Elizabeth-Miller-Kline/1306817200/,Female,,University of Kentucky,1995,,Surgery;Thoracic and Cardiac Surgery,Roper Hospital;,93,5.5,86,27.4,-0.005991941989987468,,
1066,Dr. Thomas C. Mann,1255422168,www.checkbook.org/surgeonratings/Lung-Surgery/Thomas-C-Mann/1255422168/,Male,,Medical University of South Carolina,1986,Greenville Memorial Medical Center,Surgery,St. Francis;,-99,-99.0,47,23.2,-0.37487020751856037,4.0354838709677425,31.0
1067,Dr. Francis Gregory Mappin,1902843329,www.checkbook.org/surgeonratings/Lung-Surgery/Francis-Gregory-Mappin/1902843329/,Male,,Duke University,1979,University of Virginia,Surgery,Self Regional Healthcare;,-99,-99.0,22,9.9,-1.8714623175509957,5.0,2.0
1068,Dr. Jeffery Scott Martin,1578531125,www.checkbook.org/surgeonratings/Lung-Surgery/Jeffery-Scott-Martin/1578531125/,Male,,Georgia Health Sciences University,1995,,Surgery;Thoracic and Cardiac Surgery,Palmetto Health;,-99,-99.0,29,18.0,-0.9600039648244749,4.606779661016948,59.0
1069,Dr. Alex Brian McIntyre,1801808548,www.checkbook.org/surgeonratings/Lung-Surgery/Alex-Brian-McIntyre/1801808548/,Male,,University of Louisville,1978,Emory University,Thoracic and Cardiac Surgery,Grand Strand Medical Center;,-99,-99.0,45,20.1,-0.7236999474509324,4.60952380952381,21.0
1070,Dr. Robert H. Messier,1740287200,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-H-Messier/1740287200/,Male,,Georgetown University,1988,,Thoracic and Cardiac Surgery,Centra Lynchburg General/Centra Virginia Baptist;Grand Strand Medical Center;,-99,-99.0,35,36.5,1.1217219025138754,4.7,24.0
1071,Dr. Christope Liem Nguyen,1457316978,www.checkbook.org/surgeonratings/Lung-Surgery/Christope-Liem-Nguyen/1457316978/,Male,,Baylor University,1997,,Surgery,Spartanburg Regional Medical Center;,110,7.8,108,26.1,0.2680171560995294,5.0,30.0
1072,Dr. Tuan Nmn Nguyenduy,1124097886,www.checkbook.org/surgeonratings/Lung-Surgery/Tuan-Nmn-Nguyenduy/1124097886/,Male,,Yeshiva University,1982,,Surgery;Thoracic and Cardiac Surgery,Spartanburg Regional Medical Center;,-99,-99.0,22,19.0,-0.8474782422656452,5.0,7.0
1073,Dr. Scott James Petit,1932168580,www.checkbook.org/surgeonratings/Lung-Surgery/Scott-James-Petit/1932168580/,Male,,Louisiana State University-New Orleans,1993,,Surgery;Thoracic and Cardiac Surgery,Palmetto Health;,-99,-99.0,32,32.2,0.6378612955109078,4.370588235294118,51.0
1074,Dr. Curtis C. Quinn,1164497269,www.checkbook.org/surgeonratings/Lung-Surgery/Curtis-C-Quinn/1164497269/,Male,,Tufts University,1987,,Thoracic and Cardiac Surgery,Community Memorial Hospital (Menomonee);Phoebe Putney Memorial Hospital;Waukesha Memorial Hospital;Aurora Medical Center (Grafton);,-99,-99.0,58,26.4,-0.014787895330305246,4.7266666666666675,30.0
1075,Dr. Charles Jason Rousseau,1982803144,www.checkbook.org/surgeonratings/Lung-Surgery/Charles-Jason-Rousseau/1982803144/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Spartanburg Regional Medical Center;,-99,-99.0,40,29.0,0.2777789833226523,4.224137931034483,58.0
1076,Dr. David H. Savage,1063449080,www.checkbook.org/surgeonratings/Lung-Surgery/David-H-Savage/1063449080/,Male,,Pennsylvania State University,1991,,Thoracic and Cardiac Surgery,Piedmont Medical Center;St. Vincent Healthcare;,-99,-99.0,23,21.6,-0.5549113636126877,4.716666666666667,108.0
1077,Dr. Scot Christian Schultz,1609808385,www.checkbook.org/surgeonratings/Lung-Surgery/Scot-Christian-Schultz/1609808385/,Male,,University of Miami,1989,Georgetown University,Thoracic and Cardiac Surgery,NCH Hospitals;McLeod Regional Medical Center;Gulf Coast Medical Center (Fort Myers);,-99,-99.0,68,23.9,-0.2961022017273796,4.606779661016948,59.0
1078,Dr. James Edmond Stephenson,1821043092,www.checkbook.org/surgeonratings/Lung-Surgery/James-Edmond-Stephenson/1821043092/,Male,,University of South Florida,1980,Greenville Memorial Medical Center,Surgery,Greenville Memorial Hospital;,162,7.1,156,25.9,0.15110998713628573,4.817924528301887,106.0
1079,Dr. John P. Sutton,1265402762,www.checkbook.org/surgeonratings/Lung-Surgery/John-P-Sutton/1265402762/,Male,,Medical University of South Carolina,1988,,Surgery;Thoracic and Cardiac Surgery,Providence Hospital (Columbia);,-99,-99.0,47,33.1,0.7391344458138543,3.0,2.0
1080,Dr. Jeffrey Allen Travis,1174571533,www.checkbook.org/surgeonratings/Lung-Surgery/Jeffrey-Allen-Travis/1174571533/,Male,,University of South Carolina,1997,,Surgery;Thoracic and Cardiac Surgery,Lexington Medical Center;St. Francis Hospital (Columbus);,-99,-99.0,22,31.6,0.5703458619756098,4.401754385964912,57.0
1081,Dr. Reid Warren Tribble,1669440699,www.checkbook.org/surgeonratings/Lung-Surgery/Reid-Warren-Tribble/1669440699/,Male,,Medical University of South Carolina,1987,,Surgery;Thoracic and Cardiac Surgery,Palmetto Health;,-99,-99.0,20,30.9,0.4915778561844286,,
1082,Dr. Bing Yi,1245452366,www.checkbook.org/surgeonratings/Lung-Surgery/Bing-Yi/1245452366/,Male,,,,,Surgery,St. Francis;,-99,-99.0,22,12.2,-1.6126531556656876,4.1763157894736835,38.0
1083,Dr. Michael M. Zhadkevich,1598724882,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-M-Zhadkevich/1598724882/,Male,,,,,Thoracic and Cardiac Surgery,Spartanburg Regional Medical Center;Grand Strand Medical Center;,-99,-99.0,16,31.3,0.5365881452079607,4.711764705882352,17.0
1084,Dr. Christopher M. Larson,1295990141,www.checkbook.org/surgeonratings/Lung-Surgery/Christopher-M-Larson/1295990141/,Male,,University of South Dakota,2003,,Surgery,Avera St. Luke's Hospital;,-99,-99.0,18,31.7,0.5815984342314925,3.5,32.0
1085,Dr. Paul E. Meyer,1134174865,www.checkbook.org/surgeonratings/Lung-Surgery/Paul-E-Meyer/1134174865/,Male,,University of Minnesota,1995,,Surgery;Thoracic and Cardiac Surgery,Avera Heart Hospital of South Dakota;,-99,-99.0,32,24.9,-0.18357647916854986,4.642857142857143,112.0
1086,Dr. Verlyn J. Nykamp,1629075031,www.checkbook.org/surgeonratings/Lung-Surgery/Verlyn-J-Nykamp/1629075031/,Male,,University of Minnesota,1990,,Surgery;Thoracic and Cardiac Surgery,Sanford USD Medical Center;,-99,-99.0,35,23.5,-0.3411124907509113,4.836781609195403,87.0
1087,Dr. Tammy Michelle Baxter,1003090424,www.checkbook.org/surgeonratings/Lung-Surgery/Tammy-Michelle-Baxter/1003090424/,Female,,Emory University,1999,,Surgery;Thoracic and Cardiac Surgery,University of Miami Hospital;TriStar Centennial Medical Center;,-99,-99.0,43,18.8,-0.869983386777411,4.75,68.0
1088,Dr. Richard Miller Briggs,1861476038,www.checkbook.org/surgeonratings/Lung-Surgery/Richard-Miller-Briggs/1861476038/,Male,,University of Kentucky,1978,Brooke Army Medical Center,Thoracic and Cardiac Surgery,Turkey Creek Medical Center/Physicians Regional Medical Center;Fort Sanders Regional Medical Center;,-99,-99.0,15,10.8,-1.770189167248049,3.0,2.0
1089,Dr. Raymond A. Dieter,1063405603,www.checkbook.org/surgeonratings/Lung-Surgery/Raymond-A-Dieter/1063405603/,Male,,Rosalind Franklin University,1990,,Thoracic and Cardiac Surgery,The University of Tennessee Medical Center;,-99,-99.0,38,24.1,-0.27359705721561334,4.584848484848485,33.0
1090,Dr. Jeffrey E. Everett,1407849532,www.checkbook.org/surgeonratings/Lung-Surgery/Jeffrey-E-Everett/1407849532/,Male,,Ohio State University,1989,,Surgery;Thoracic and Cardiac Surgery,The University of Tennessee Medical Center;,-99,-99.0,27,47.1,2.3144945616374706,4.587999999999999,50.0
1091,Dr. Thomas Edward Gaines,1447243068,www.checkbook.org/surgeonratings/Lung-Surgery/Thomas-Edward-Gaines/1447243068/,Male,,Western University,1979,,Surgery;Thoracic and Cardiac Surgery,The University of Tennessee Medical Center;,-99,-99.0,52,20.5,-0.6786896584274006,4.7,12.0
1092,Dr. Stanley A. Gall,1982633467,www.checkbook.org/surgeonratings/Lung-Surgery/Stanley-A-Gall/1982633467/,Male,,Duke University,1987,Duke University Hospital,Surgery;Thoracic and Cardiac Surgery,Holston Valley Medical Center;,-99,-99.0,39,29.8,0.36779956136971614,3.0416666666666665,24.0
1093,Dr. Harvey E. Garrett,1508800905,www.checkbook.org/surgeonratings/Lung-Surgery/Harvey-E-Garrett/1508800905/,Male,,Vanderbilt University,1979,Barnes Hosp/Wash U,Surgery;Thoracic and Cardiac Surgery;Vascular Surgery,Baptist Memorial Hospital;Methodist Healthcare;,79,11.2,76,36.1,1.3438252386151435,4.027777777777778,18.0
1094,Dr. D. Tyler Greenfield,1710942545,www.checkbook.org/surgeonratings/Lung-Surgery/D-Tyler-Greenfield/1710942545/,Male,,University of Texas-Southwestern,1984,Virginia Commonwealth University Medical Center,Thoracic and Cardiac Surgery,Holston Valley Medical Center;,-99,-99.0,28,29.1,0.2890315555785354,,
1095,Dr. Arthur Grimball,1023067972,www.checkbook.org/surgeonratings/Lung-Surgery/Arthur-Grimball/1023067972/,Male,,Medical University of South Carolina,1978,University of Kentucky Hospital,Thoracic and Cardiac Surgery,Jackson-Madison County General Hospital;,-99,-99.0,25,30.8,0.48032528392854584,4.8,12.0
1096,Dr. Brent A. Grishkin,1003809617,www.checkbook.org/surgeonratings/Lung-Surgery/Brent-A-Grishkin/1003809617/,Male,,Pennsylvania State University,1973,Madigan Army Medical Center,None,Parkwest Medical Center;,-99,-99.0,33,29.5,0.3340418446020671,3.6399999999999997,5.0
1097,Dr. Eric L. Grogan,1023220753,www.checkbook.org/surgeonratings/Lung-Surgery/Eric-L-Grogan/1023220753/,Male,,Vanderbilt University,1999,Vanderbilt University Hospital,Surgery;Thoracic and Cardiac Surgery,Vanderbilt University Medical Center;,-99,-99.0,26,22.4,-0.46489078556562424,4.2,5.0
1098,Dr. William C. Hall,1073597423,www.checkbook.org/surgeonratings/Lung-Surgery/William-C-Hall/1073597423/,Male,,Georgia Health Sciences University,1982,,Thoracic and Cardiac Surgery,Methodist Medical Center of Oak Ridge;Parkwest Medical Center;Fort Sanders Regional Medical Center;,65,18.5,63,30.9,2.1530848684818036,4.548780487804878,41.0
1099,Dr. Lacy Edward Harville,1871577239,www.checkbook.org/surgeonratings/Lung-Surgery/Lacy-Edward-Harville/1871577239/,Male,,University of Tennessee,1985,,Surgery;Thoracic and Cardiac Surgery,Fort Sanders Regional Medical Center;Parkwest Medical Center;Methodist Medical Center of Oak Ridge;Turkey Creek Medical Center/Physicians Regional Medical Center;,-99,-99.0,47,20.6,-0.6674370861715174,4.4,44.0
1100,Dr. James Robert Headrick,1104812817,www.checkbook.org/surgeonratings/Lung-Surgery/James-Robert-Headrick/1104812817/,Male,,University of Tennessee,1991,,Surgery;Thoracic and Cardiac Surgery,Memorial Hospital (Chattanooga);Parkridge Medical Centers;Erlanger Health System;Turkey Creek Medical Center/Physicians Regional Medical Center;,235,3.0,226,23.3,-0.6140075186190188,4.736434108527131,129.0
1101,Dr. Eric Shawn Lambright,1184657272,www.checkbook.org/surgeonratings/Lung-Surgery/Eric-Shawn-Lambright/1184657272/,Male,,University of Pennsylvania,1995,,Thoracic and Cardiac Surgery,Vanderbilt University Medical Center;,164,7.0,154,22.8,-0.03839839664523745,4.2,38.0
1102,Dr. Lifford L. Lancaster,1639116379,www.checkbook.org/surgeonratings/Lung-Surgery/Lifford-L-Lancaster/1639116379/,Male,,University of Texas-San Antonio,1982,,Thoracic and Cardiac Surgery,TriStar Skyline Medical Center;TriStar Centennial Medical Center;Saint Thomas Midtown Hospital;TriStar Summit Medical Center;,60,10.6,57,24.4,0.5949886787539662,3.7718750000000005,64.0
1103,Dr. Michael L. Maggart,1770566176,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-L-Maggart/1770566176/,Male,,Vanderbilt University,1978,U Rochester,Thoracic and Cardiac Surgery,Turkey Creek Medical Center/Physicians Regional Medical Center;Parkwest Medical Center;Fort Sanders Regional Medical Center;Methodist Medical Center of Oak Ridge;,-99,-99.0,38,12.9,-1.5338851498745065,,
1104,Dr. William H. Messerschmidt,1134115777,www.checkbook.org/surgeonratings/Lung-Surgery/William-H-Messerschmidt/1134115777/,Male,,Thomas Jefferson University,1979,,Surgery;Thoracic and Cardiac Surgery,Bristol Regional Medical Center;,-99,-99.0,19,22.7,-0.4311330687979752,3.8714285714285714,7.0
1105,Dr. Christopher J. Mutrie,1679757157,www.checkbook.org/surgeonratings/Lung-Surgery/Christopher-J-Mutrie/1679757157/,Male,,Columbia University,2003,,None,Baptist Memorial Hospital;Baptist Memorial Hospital - DeSoto;,-99,-99.0,26,33.1,0.7391344458138543,4.707692307692307,13.0
1106,Dr. Jonathan Carl Nesbitt,1669475927,www.checkbook.org/surgeonratings/Lung-Surgery/Jonathan-Carl-Nesbitt/1669475927/,Male,,Georgetown University,1981,,Thoracic and Cardiac Surgery,Vanderbilt University Medical Center;,-99,-99.0,99,14.2,-1.387601710548028,4.8,144.0
1107,Dr. Mathew Ninan,1710061817,www.checkbook.org/surgeonratings/Lung-Surgery/Mathew-Ninan/1710061817/,Male,,,,,None,TriStar Centennial Medical Center;Saint Thomas West Hospital;Baptist Memorial Hospital;,156,7.2,147,22.9,-0.002585082886621598,4.321100917431193,109.0
1108,Dr. Edmond W. Owen,1609859776,www.checkbook.org/surgeonratings/Lung-Surgery/Edmond-W-Owen/1609859776/,Male,,Baylor University,1980,,Surgery;Thoracic and Cardiac Surgery,Methodist Healthcare;Baptist Memorial Hospital - DeSoto;Baptist Memorial Hospital;,-99,-99.0,37,27.8,0.14274811625205663,5.0,4.0
1109,Dr. Anthony J. Palazzo,1629030267,www.checkbook.org/surgeonratings/Lung-Surgery/Anthony-J-Palazzo/1629030267/,Male,,Louisiana State University-Shreveport,1996,,Thoracic and Cardiac Surgery,Johnson City Medical Center;,-99,-99.0,47,35.7,1.0317013244668118,4.304255319148936,47.0
1110,Dr. Lawrence J. Pass,1750355129,www.checkbook.org/surgeonratings/Lung-Surgery/Lawrence-J-Pass/1750355129/,Male,,Northwestern University,1977,,Thoracic and Cardiac Surgery,TriStar Centennial Medical Center;,-99,-99.0,62,37.9,1.2792579140962368,5.0,20.0
1111,Dr. William Howard Polk,1356349963,www.checkbook.org/surgeonratings/Lung-Surgery/William-Howard-Polk/1356349963/,Male,,Vanderbilt University,1985,,Surgery,TriStar Centennial Medical Center;Saint Thomas Midtown Hospital;,-99,-99.0,19,16.6,-1.1175399764068363,4.148965517241379,145.0
1112,Dr. Thomas Ross Pollard,1225012693,www.checkbook.org/surgeonratings/Lung-Surgery/Thomas-Ross-Pollard/1225012693/,Male,,University of Texas-San Antonio,1989,,Surgery;Thoracic and Cardiac Surgery,Parkwest Medical Center;Turkey Creek Medical Center/Physicians Regional Medical Center;Methodist Medical Center of Oak Ridge;,-99,-99.0,25,34.1,0.8516601683726841,3.479310344827586,29.0
1113,Dr. Timothy John Powell,1801890694,www.checkbook.org/surgeonratings/Lung-Surgery/Timothy-John-Powell/1801890694/,Male,,University of Tennessee,1994,,Surgery;Thoracic and Cardiac Surgery,Cookeville Regional Medical Center;,-99,-99.0,36,23.6,-0.3298599184950282,4.8,6.0
1114,Dr. Charles William Raudat,1043263783,www.checkbook.org/surgeonratings/Lung-Surgery/Charles-William-Raudat/1043263783/,Male,,,,,Surgery,Arnot Ogden Medical Center;Johnson City Medical Center;,-99,-99.0,23,22.1,-0.49864850233327285,4.531578947368421,38.0
1115,Dr. Edward T. Robbins,1255330957,www.checkbook.org/surgeonratings/Lung-Surgery/Edward-T-Robbins/1255330957/,Male,,University of Tennessee,1976,U Tenn,Thoracic and Cardiac Surgery,Baptist Memorial Hospital;Methodist Healthcare;,180,9.7,168,23.0,0.38037904862475036,3.386111111111111,36.0
1116,Dr. Samuel Gwin Robbins,1013919075,www.checkbook.org/surgeonratings/Lung-Surgery/Samuel-Gwin-Robbins/1013919075/,Male,,Emory University,1979,,Thoracic and Cardiac Surgery,Methodist Healthcare;Saint Francis Hospital (Memphis);Baptist Memorial Hospital;,-99,-99.0,32,18.8,-0.869983386777411,4.3,22.0
1117,Dr. John Robert Roberts,1205834777,www.checkbook.org/surgeonratings/Lung-Surgery/John-Robert-Roberts/1205834777/,Male,,Yale University,1985,Brigham and Womens Hospital,Surgery;Thoracic and Cardiac Surgery,TriStar Centennial Medical Center;TriStar Summit Medical Center;,246,12.4,231,32.8,1.339279962177121,4.632710280373832,107.0
1118,Dr. Glenn P. Schoettle,1710996624,www.checkbook.org/surgeonratings/Lung-Surgery/Glenn-P-Schoettle/1710996624/,Male,,University of Tennessee,1972,Ochsner Medical Center,Thoracic and Cardiac Surgery,Methodist Healthcare;Saint Francis Hospital (Memphis);,-99,-99.0,24,31.1,0.5140830006961948,4.911003236245954,927.0
1119,Dr. Eric M. Sievers,1629222427,www.checkbook.org/surgeonratings/Lung-Surgery/Eric-M-Sievers/1629222427/,Male,,University of Southern California,1999,,Surgery;Thoracic and Cardiac Surgery,Jackson-Madison County General Hospital;,-99,-99.0,28,22.5,-0.4536382133097411,4.1866666666666665,15.0
1120,Dr. Benny Weksler,1780803999,www.checkbook.org/surgeonratings/Lung-Surgery/Benny-Weksler/1780803999/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,"UPMC Braddock/Montegiore,Presbyterian/Shadyside;Methodist Healthcare;Thomas Jefferson University Hospital/Methodist Hospital;",-99,-99.0,35,18.5,-0.9037411035450601,4.1,18.0
1121,Dr. Allen Brian Wilcox,1154394344,www.checkbook.org/surgeonratings/Lung-Surgery/Allen-Brian-Wilcox/1154394344/,Male,,University of Tennessee,1986,Meth Hosps,Thoracic and Cardiac Surgery,Saint Thomas Midtown Hospital;,82,6.8,77,19.5,-0.25425286649798107,4.7,29.0
1122,Dr. Robert Lewis Wilson,1629002928,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-Lewis-Wilson/1629002928/,Male,,Wake Forest University,1987,,Surgery;Thoracic and Cardiac Surgery;Vascular Surgery,Cookeville Regional Medical Center;,-99,-99.0,36,28.0,0.16525326076382252,4.68235294117647,17.0
1123,Dr. Bradley A. Wolf,1366486821,www.checkbook.org/surgeonratings/Lung-Surgery/Bradley-A-Wolf/1366486821/,Male,,University of Tennessee,1990,U Tenn,Thoracic and Cardiac Surgery,Baptist Memorial Hospital - DeSoto;Baptist Memorial Hospital;Baptist Memorial Hospital - North Mississippi;,78,16.7,73,44.4,2.640950247077834,4.06144578313253,83.0
1124,Dr. James Lawrence Zellner,1184610867,www.checkbook.org/surgeonratings/Lung-Surgery/James-Lawrence-Zellner/1184610867/,Male,,University of Cincinnati,1986,Medical University of South Carolina Medical Ctr,Thoracic and Cardiac Surgery,Memorial Hospital (Chattanooga);Parkridge Medical Centers;Erlanger Health System;,-99,-99.0,104,23.4,-0.3523650630067945,4.9,58.0
1125,Dr. Richard Maurice Alexander,1578563805,www.checkbook.org/surgeonratings/Lung-Surgery/Richard-Maurice-Alexander/1578563805/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Memorial Hermann;Methodist Sugar Land Hospital;,-99,-99.0,16,29.9,0.37905213362559886,3.985714285714286,7.0
1126,Dr. Duane N. Andrews,1114997590,www.checkbook.org/surgeonratings/Lung-Surgery/Duane-N-Andrews/1114997590/,Male,,Foreign Medical School--Brazil,1991,,Colon and Rectal Surgery;Surgery,Mother Frances Hospital;East Texas Medical Center Tyler;,-99,-99.0,26,20.0,-0.7349525197068154,4.816666666666666,36.0
1127,Dr. Peter Baay,1043296676,www.checkbook.org/surgeonratings/Lung-Surgery/Peter-Baay/1043296676/,Male,,University of Texas-Southwestern,1990,,Surgery;Thoracic and Cardiac Surgery,Baptist St. Anthony's Hospital;Northwest Texas Healthcare System;,-99,-99.0,36,23.3,-0.3636176352626772,3.5720000000000005,25.0
1128,Dr. Farzaneh Banki,1710081914,www.checkbook.org/surgeonratings/Lung-Surgery/Farzaneh-Banki/1710081914/,Female,,,,,Surgery;Thoracic and Cardiac Surgery,Memorial Hermann;Memorial Hermann - Texas Medical Center;,-99,-99.0,33,20.7,-0.6561845139156347,4.895762711864407,118.0
1129,Dr. Daniel Lincoln Beckles,1548464837,www.checkbook.org/surgeonratings/Lung-Surgery/Daniel-Lincoln-Beckles/1548464837/,Male,,SUNY-Downstate,1997,Southwestern Medical Center,Thoracic and Cardiac Surgery,University of Texas Medical Branch at Galveston;,-99,-99.0,27,27.9,0.15400068850793938,4.9,20.0
1130,Dr. Robert Daniel Bennett,1518906825,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-Daniel-Bennett/1518906825/,Male,,Rutgers University,1981,UMDNJ - University Hospital,Thoracic and Cardiac Surgery,Wilson N. Jones Regional Medical Center;,-99,-99.0,31,27.0,0.05272753820499276,3.373333333333333,30.0
1131,Dr. Shanda Jo Blackmon,1952347965,www.checkbook.org/surgeonratings/Lung-Surgery/Shanda-Jo-Blackmon/1952347965/,Female,,Morehouse College,1998,,Surgery;Thoracic and Cardiac Surgery,Houston Methodist Hospital;Mayo Clinic Hospital St. Marys Campus;,-99,-99.0,50,26.0,-0.059798184353836985,,
1132,Dr. Richard Thomson Bowman,1295735140,www.checkbook.org/surgeonratings/Lung-Surgery/Richard-Thomson-Bowman/1295735140/,Male,,University of California-Los Angeles,1982,,Thoracic and Cardiac Surgery,Medical Center of Plano;The Heart Hospital at Baylor Plano;,-99,-99.0,51,26.7,0.018969821437343756,4.517241379310345,58.0
1133,Dr. Francisco I. Bracamontes,1912004425,www.checkbook.org/surgeonratings/Lung-Surgery/Francisco-I-Bracamontes/1912004425/,Male,,,,,None,Doctors Hospital at Renaissance;,-99,-99.0,21,16.2,-1.1625502654303685,,
1134,Dr. Lawrence Richard Breitkreutz,1417949116,www.checkbook.org/surgeonratings/Lung-Surgery/Lawrence-Richard-Breitkreutz/1417949116/,Male,,Tulane University,1987,U Ala,Surgery;Thoracic and Cardiac Surgery,Hendrick Medical Center;Abilene Regional Medical Center;East Jefferson General Hospital;,-99,-99.0,16,10.4,-1.8151994562715807,4.222222222222222,9.0
1135,Dr. Bryan Michael Burt,1396902052,www.checkbook.org/surgeonratings/Lung-Surgery/Bryan-Michael-Burt/1396902052/,Male,,Cornell University,2003,,Surgery;Thoracic and Cardiac Surgery,Stanford University Hospital;,-99,-99.0,33,24.3,-0.25109191270384745,4.0,8.0
1136,Dr. James A. Caccitolo,1528074317,www.checkbook.org/surgeonratings/Lung-Surgery/James-A-Caccitolo/1528074317/,Male,,Loyola University,1994,,Surgery;Thoracic and Cardiac Surgery,Mother Frances Hospital;University of Texas Health Science Center at Tyler;,231,9.9,222,29.0,0.7481432439319142,4.931788079470199,151.0
1137,Dr. Tung Huu Cai,1598710501,www.checkbook.org/surgeonratings/Lung-Surgery/Tung-Huu-Cai/1598710501/,Male,,Albany Medical College,1992,Univ Hosp,Thoracic and Cardiac Surgery,Denton Regional Medical Center;Texas Health Presbyterian Hospital of Denton;Wise Regional Health System - East Campus;The Heart Hospital at Baylor Plano;Medical Center of Lewisville;Texas Health Harris Methodist Hospital H-E-B;Medical Center of McKinney;,-99,-99.0,32,42.8,1.8306339546345023,4.76,85.0
