,Hospital,City,State,ZIP Code,Score,Score URL
1235,Asante Rogue Regional Medical Center,Medford,OR,97504-8332,58.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1236,PeaceHealth Sacred Heart Medical Center at RiverBend,Springfield,OR,97477-8800,57.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" prefix="
1237,Good Samaritan Regional Medical Center-Corvallis,Corvallis,OR,97330-3737,56.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1238,McKenzie-Willamette Medical Center,Springfield,OR,97477-4197,54.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1239,Kaiser Permanente Sunnyside Medical Center,Clackamas,OR,97015-8970,54.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0."
1240,Legacy Meridian Park Medical Center,Tualatin,OR,97062-9741,54.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1241,Sky Lakes Medical Center,Klamath Falls,OR,97601-1106,48.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1242,Mercy Medical Center-Roseburg,Roseburg,OR,97471-1281,47.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1243,Bay Area Hospital,Coos Bay,OR,97420-2198,41.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1244,Asante Three Rivers Medical Center,Grants Pass,OR,97527-5554,39.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1245,UPMC Presbyterian Shadyside,Pittsburgh,PA,15213-2536,77.3,"racking-id=""scorecard-specialty-click"" href=""/best-hospitals/area/co/nationa"
1246,Hospitals of the University of Pennsylvania-Penn Presbyterian,Philadelphia,PA,19104-4206,75.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0."
1247,Reading Hospital,West Reading,PA,19611-1428,73.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1248,UPMC Pinnacle,Harrisburg,PA,17101-2010,71.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1249,Chester County Hospital,West Chester,PA,19380-4412,70.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1250,St. Luke's University Hospital-Bethlehem Campus,Bethlehem,PA,18015-1065,69.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1251,Lancaster General Hospital,Lancaster,PA,17602-2250,69.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1252,Pennsylvania Hospital,Philadelphia,PA,19107-6192,69.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1253,Paoli Hospital,Paoli,PA,19301-1763,69.2,/best-hospitals/area/co/national-jewish-health-6840315/pul
1254,WellSpan York Hospital,York,PA,17403-3645,68.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1255,Jefferson Health-Thomas Jefferson University Hospitals,Philadelphia,PA,19107-5084,67.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1256,Penn State Health Milton S. Hershey Medical Center,Hershey,PA,17033-2360,66.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0."
1257,Evangelical Community Hospital,Lewisburg,PA,17837-9350,65.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1258,Lehigh Valley Hospital,Allentown,PA,18103-6248,65.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1259,UPMC Hamot,Erie,PA,16550-0002,62.9,/best-hospitals/area/co/national-jewish-health-6840315
1260,Mount Nittany Medical Center,State College,PA,16803-6797,62.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1261,Temple University Hospital,Philadelphia,PA,19140-5103,61.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1262,Jefferson Health-Abington Hospital,Abington,PA,19001-3720,61.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1263,St. Luke's Hospital-Anderson Campus,Easton,PA,18045-5669,61.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1264,Easton Hospital,Easton,PA,18042-3892,60.7,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1265,Geisinger Holy Spirit Hospital,Camp Hill,PA,17011-2204,60.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1266,Geisinger Medical Center,Danville,PA,17822-2201,60.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1267,Lankenau Medical Center,Wynnewood,PA,19096-3411,59.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1268,Chambersburg Hospital,Chambersburg,PA,17201-1720,59.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1269,Allegheny General Hospital,Pittsburgh,PA,15212-4756,58.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1270,Jeanes Hospital,Philadelphia,PA,19111-2499,58.5,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1271,UPMC St. Margaret,Pittsburgh,PA,15215-3301,58.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1272,Grand View Health-Sellersville,Sellersville,PA,18960-1548,57.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1273,Bryn Mawr Hospital,Bryn Mawr,PA,19010-3160,57.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1274,Jefferson Health-Jefferson Torresdale Hospital,Philadelphia,PA,19114-4200,56.6,/best-hospitals/area/co/national-jewish-health-6840315/
1275,WellSpan Ephrata Community Hospital,Ephrata,PA,17522-1724,56.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1276,UPMC Passavant,Pittsburgh,PA,15237-5815,56.2,/best-hospitals/area/co/national-jewish-health-6840315/pul
1277,UPMC Mercy,Pittsburgh,PA,15219-5166,54.5,/best-hospitals/area/co/national-jewish-health-6840315
1278,St. Mary Medical Center-Langhorne,Langhorne,PA,19047-1201,54.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1279,Monongahela Valley Hospital,Monongahela,PA,15063-1095,54.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1280,Guthrie Robert Packer Hospital,Sayre,PA,18840-1698,53.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1281,Penn State Health St. Joseph,Reading,PA,19605-9453,53.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1282,Conemaugh Memorial Medical Center,Johnstown,PA,15905-4398,52.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1283,Geisinger Wyoming Valley Medical Center,Wilkes Barre,PA,18711-0027,52.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="
1284,Excela Latrobe Area Hospital,Latrobe,PA,15650-1096,52.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1285,Crozer-Chester Medical Center,Upland,PA,19013-3995,51.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1286,Forbes Hospital,Monroeville,PA,15146-3513,51.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1287,Allegheny Valley Hospital,Natrona Heights,PA,15065-1152,51.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1288,UPMC Horizon,Farrell,PA,16121-1357,51.5,/best-hospitals/area/co/national-jewish-health-6840315/p
1289,Indiana Regional Medical Center,Indiana,PA,15701-3629,50.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1290,St. Vincent Hospital-Erie,Erie,PA,16544-0002,50.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1291,UPMC Williamsport,Williamsport,PA,17701-3100,49.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1292,Holy Redeemer Hospital,Meadowbrook,PA,19046-8001,49.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1293,UPMC East,Monroeville,PA,15146-2760,49.4,/best-hospitals/area/co/national-jewish-health-684031
1294,Heritage Valley Sewickley Hospital,Sewickley,PA,15143-1459,49.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1295,UPMC Northwest,Seneca,PA,16346-2130,48.5,/best-hospitals/area/co/national-jewish-health-6840315/pul
1296,Washington Hospital-Pennsylvania,Washington,PA,15301-3398,48.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1297,St. Clair Hospital,Pittsburgh,PA,15243-1873,47.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1298,Penn Highlands DuBois Hospital,DuBois,PA,15801-1440,47.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1299,Riddle Hospital,Media,PA,19063-5177,47.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1300,UPMC McKeesport,McKeesport,PA,15132-2422,47.3,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1301,Pottstown Hospital,Pottstown,PA,19464-5093,47.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1302,Geisinger-Community Medical Center,Scranton,PA,18510-2369,47.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1303,Excela Health Westmoreland Hospital,Greensburg,PA,15601-2282,46.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1304,St. Luke's-Gnaden Huetten Campus,Lehighton,PA,18235-1138,46.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1305,UPMC Altoona,Altoona,PA,16601-4804,46.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1306,WellSpan Good Samaritan Hospital,Lebanon,PA,17042-1281,46.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1307,Geisinger-Lewistown Hospital,Lewistown,PA,17044-1198,46.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1308,ACMH Hospital,Kittanning,PA,16201-7111,45.3,/best-hospitals/area/co/national-jewish-health-6840315/pu
1309,Lehigh Valley Hospital-Hazleton,Hazleton,PA,18201-6897,45.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1310,Mercy Fitzgerald Hospital,Darby,PA,19023-1200,45.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1311,Doylestown Hospital,Doylestown,PA,18901-2597,43.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1312,Heritage Valley Health System-Beaver,Beaver,PA,15009-9727,43.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1313,Uniontown Hospital,Uniontown,PA,15401-5596,43.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1314,Phoenixville Hospital,Phoenixville,PA,19460-3900,43.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1315,Lehigh Valley Hospital-Pocono,East Stroudsburg,PA,18301-3006,42.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1316,Jefferson Health-Abington-Lansdale Hospital,Lansdale,PA,19446-1200,42.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1317,Einstein Medical Center Montgomery,East Norriton,PA,19403-4250,41.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1318,Wilkes-Barre General Hospital,Wilkes-Barre,PA,18764-0001,40.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1319,Einstein Medical Center Philadelphia,Philadelphia,PA,19141-3098,40.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1320,Brandywine Hospital,Coatesville,PA,19320-1536,39.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1321,Jefferson Hospital-Jefferson Hills,Jefferson Hills,PA,15025-3703,37.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1322,Moses Taylor Hospital,Scranton,PA,18510-1724,36.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1323,Butler Health System-Butler Memorial Hospital,Butler,PA,16001-4697,36.1,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1324,UPMC Jameson,New Castle,PA,16105-2516,36.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1325,Sharon Regional Medical Center,Sharon,PA,16146-3395,35.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1326,Meadville Medical Center,Meadville,PA,16335-2559,34.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1327,Regional Hospital of Scranton,Scranton,PA,18510-1624,33.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1328,Nazareth Hospital,Philadelphia,PA,19152-2096,29.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1329,Chestnut Hill Hospital,Philadelphia,PA,19118-2718,19.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1330,Miriam Hospital,Providence,RI,02906-2853,66.1,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1331,Kent County Memorial Hospital,Warwick,RI,02886-2770,58.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1332,Rhode Island Hospital,Providence,RI,02903-4900,52.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1333,Roger Williams Medical Center,Providence,RI,02908-4735,34.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1334,Bon Secours St. Francis Hospital,Charleston,SC,29414-5733,61.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1335,MUSC Health-University Medical Center,Charleston,SC,29425-8905,61.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1336,Tidelands Waccamaw Community Hospital,Murrells Inlet,SC,29576-5033,57.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1337,Prisma Health Greenville Memorial Hospital,Greenville,SC,29605-4295,56.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1338,Prisma Health Oconee Memorial Hospital,Seneca,SC,29672-9499,56.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1339,McLeod Loris Seacoast Hospital,Loris,SC,29569-2827,53.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1340,Trident Medical Center,Charleston,SC,29406-9195,52.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1341,Roper St. Francis Hospital,Charleston,SC,29401-1125,50.7,/best-hospitals/area/co/national-jewish-health-6840315/pul
1342,McLeod Regional Medical Center,Florence,SC,29506-2617,50.0,/best-hospitals/area/co/national-jewish-health-6840315/pu
1343,Lexington Medical Center,West Columbia,SC,29169-4810,49.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1344,Grand Strand Regional Medical Center,Myrtle Beach,SC,29572-4607,47.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1345,Spartanburg Medical Center,Spartanburg,SC,29303-3040,47.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1346,AnMed Health Medical Center,Anderson,SC,29621-5793,47.0,/best-hospitals/area/co/national-jewish-health-6840315/p
1347,Beaufort Memorial Hospital,Beaufort,SC,29902-5441,46.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1348,Palmetto Health Richland,Columbia,SC,29203-6897,45.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1349,Palmetto Health Baptist,Columbia,SC,29220-0001,45.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1350,Self Regional Healthcare-Greenwood,Greenwood,SC,29646-3860,43.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1351,Bon Secours St. Francis Health System-Greenville,Greenville,SC,29601-3207,42.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1352,Mary Black Health System-Spartanburg,Spartanburg,SC,29307-1061,41.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1353,Providence Hospital-Columbia,Columbia,SC,29204-2098,40.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1354,MUSC Health Florence Medical Center,Florence,SC,29505-6050,40.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1355,Prisma Health Tuomey Hospital,Sumter,SC,29150-4983,40.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1356,Aiken Regional Medical Centers,Aiken,SC,29801-6302,38.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1357,Regional Medical Center-Orangeburg,Orangeburg,SC,29118-1442,33.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1358,Conway Medical Center,Conway,SC,29526-9142,31.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1359,MUSC Health Lancaster Medical Center,Lancaster,SC,29720-2298,29.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1360,Piedmont Medical Center,Rock Hill,SC,29732,25.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1361,Avera McKennan Hospital and University Health Center,Sioux Falls,SD,57105-1007,76.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" prefix="
1362,Rapid City Regional Hospital,Rapid City,SD,57701-7393,69.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1363,Sanford USD Medical Center,Sioux Falls,SD,57105-0496,65.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1364,Vanderbilt University Medical Center,Nashville,TN,37232-2102,73.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1365,University of Tennessee Medical Center,Knoxville,TN,37920-6900,63.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1366,CHI Memorial Hospital,Chattanooga,TN,37404-1161,58.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1367,Baptist Memorial Hospital-Memphis,Memphis,TN,38120-2173,55.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1368,Methodist Hospitals of Memphis,Memphis,TN,38104-3415,54.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1369,Bristol Regional Medical Center,Bristol,TN,37620-7430,53.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
1370,TriStar Summit Medical Center,Hermitage,TN,37076-2053,52.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1371,Blount Memorial Hospital,Maryville,TN,37804-5016,50.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1372,Maury Regional Hospital,Columbia,TN,38401-4802,49.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1373,Methodist Medical Center of Oak Ridge,Oak Ridge,TN,37830-6976,48.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1374,Fort Sanders Regional Medical Center,Knoxville,TN,37916-2307,48.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1375,Indian Path Medical Center,Kingsport,TN,37660-4627,48.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1376,Parkwest Medical Center,Knoxville,TN,37923-4325,45.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1377,Parkwest Medical Center,Sevierville,TN,37862-5019,45.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1378,Erlanger Medical Center,Chattanooga,TN,37403,43.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1379,Johnson City Medical Center,Johnson City,TN,37604-6094,43.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1380,St. Francis Hospital-Bartlett,Bartlett,TN,38133-4003,39.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1381,Parkridge Medical Center,Chattanooga,TN,37404-3258,39.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1382,Williamson Medical Center,Franklin,TN,37067-8542,38.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1383,Jackson-Madison County General Hospital,Jackson,TN,38301-3923,38.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="
1384,Cookeville Regional Medical Center,Cookeville,TN,38501-4294,38.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1385,Morristown-Hamblen Healthcare System,Morristown,TN,37814-3894,36.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1386,St. Thomas West Hospital,Nashville,TN,37205-2095,33.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1387,St. Francis Hospital-Memphis,Memphis,TN,38119-5198,31.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1388,Tennova Healthcare-Cleveland,Cleveland,TN,37311-3847,31.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1389,TriStar Skyline Medical Center,Nashville,TN,37207-2539,30.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1390,St. Thomas Midtown Hospital,Nashville,TN,37236-0002,29.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1391,Laughlin Memorial Hospital,Greeneville,TN,37745-5825,28.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1392,St. Thomas Rutherford Hospital,Murfreesboro,TN,37129-2245,27.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1393,Tennova Healthcare-Lebanon,Lebanon,TN,37087-2513,26.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1394,Holston Valley Medical Center,Kingsport,TN,37660-3837,23.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1395,TriStar Centennial Medical Center,Nashville,TN,37203-1528,21.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1396,Tennova Healthcare-Clarksville,Clarksville,TN,37040-5015,19.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1397,Houston Methodist Hospital,Houston,TX,77030-2707,76.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1398,Baylor St. Luke's Medical Center,Houston,TX,77030-2697,66.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1399,UT Southwestern Medical Center,Dallas,TX,75390-9265,66.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1400,Baylor Scott and White Medical Center–Plano,Plano,TX,75093-5323,65.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1401,Baylor Scott and White Medical Center-Temple,Temple,TX,76508-0002,64.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1402,Memorial Hermann Greater Heights Hospital,Houston,TX,77008-1532,64.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1403,Valley Regional Medical Center,Brownsville,TX,78526-3354,63.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1404,Baylor University Medical Center,Dallas,TX,75246-2088,62.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1405,Memorial Hermann Memorial City Medical Center,Houston,TX,77084,62.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" "
1406,University Hospital-San Antonio,San Antonio,TX,78229-4493,61.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1407,Knapp Medical Center,Weslaco,TX,78596-6640,60.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1408,Parkland Health and Hospital System-Dallas,Dallas,TX,75219,60.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1409,Christus Mother Frances Hospital-Tyler,Tyler,TX,75701-2036,59.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"""
1410,Houston Methodist Sugar Land Hospital,Sugar Land,TX,77479-2329,59.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1411,Shannon Medical Center,San Angelo,TX,76903-5976,59.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1412,Baylor Scott and White Medical Center-Round Rock,Round Rock,TX,78665-1032,57.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1413,Baylor Scott and White Medical Center–Grapevine,Grapevine,TX,76051-3565,57.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1414,JPS Health Network-Fort Worth,Fort Worth,TX,76104-4917,57.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1415,Texas Health Presbyterian Hospital Dallas,Dallas,TX,75231-4426,56.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1416,Houston Methodist Willowbrook Hospital,Houston,TX,77070-4347,56.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1417,Ascension Seton Medical Center Austin,Austin,TX,78705-1006,56.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1418,Medical City Dallas,Dallas,TX,75230-2598,56.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1419,Ascension Seton Williamson Hospital,Round Rock,TX,78665-8000,56.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1420,St. David's Round Rock Medical Center,Round Rock,TX,78681-4097,56.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1421,Baylor Scott and White Medical Center–Irving,Irving,TX,75061-2220,55.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1422,St. David's Medical Center,Austin,TX,78705-2709,55.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1423,University Medical Center-Lubbock,Lubbock,TX,79415-3364,55.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1424,Baylor Scott and White Medical Center–Hillcrest,Waco,TX,76712-8897,55.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1425,Mission Regional Medical Center,Mission,TX,78572-6613,55.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1426,Medical City Fort Worth Hospital,Fort Worth,TX,76104-3902,55.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1427,Texas Health Harris Methodist Hospital Southwest,Fort Worth,TX,76132-4199,55.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" pre"
1428,Ascension Seton Hays Hospital,Kyle,TX,78640-6112,55.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1429,Memorial Hermann-Texas Medical Center,Houston,TX,77030-1501,54.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1430,Christus Good Shepherd Medical Center-Marshall,Marshall,TX,75670-5336,54.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1431,Doctors Hospital at Renaissance,Edinburg,TX,78539-9152,53.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1432,University of Texas Medical Branch,Galveston,TX,77555-0128,53.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"""
